id_sample;APOC1;MERTK;CMTM3;XPR1;H2BC5;MSMO1;TMEM97;IFFO2;FAM89A;CTSH;DOK4;ARFGEF3;FOXA1;NCF2;SNORD62B;PYGB;H3P6;DGUOK-AS1;APOE;IGLV7-46;NES;STOM;ELN;ERRFI1;IL1RN;FZD5;LIMK2;IER5;RNU6-850P;CTSW;CHCHD2P9;LGALS2;RPS2P46;KDM7A-DT;FLVCR2;PRC1;FOXM1;MICAL1;MHENCR;CELSR2;SEZ6L2;SORD;SNAI1;MELK;MMP12;SOX9;APBA2;NFIB;GRK5;TMEM150B;tissue_status;source;class
TCGA-33-AASB-01A;3.796367;0.338216;2.69829;4.59456;4.605669;5.000324;4.08921;1.983568;3.157519;4.596401;2.51049;1.680943;4.106742;2.012986;2.733316;5.388279;2.57234;2.227237;4.657994;1.207131;3.765356;4.938063;0.667821;6.401101;4.42771;2.360861;3.218258;5.587553;1.261668;0.286696;0.351911;6.459525;1.767598;2.804982;0.984035;4.578999;4.21687;2.075901;4.296257;1.138018;3.84167;2.220668;1.613537;3.759703;0.949704;1.808001;2.680322;1.099866;0.525678;0.249867;tumoral;TCGA-LUSC;SQC
TCGA-56-8628-01A;6.315247;2.739826;4.6556;3.570207;3.41285;5.840687;2.746731;4.103969;2.409534;6.312781;3.261248;1.187918;4.535865;4.181486;2.465967;4.784694;3.110659;1.77794;8.055266;5.494086;3.993012;6.569939;4.762215;4.822437;3.564164;2.360183;4.74168;3.516541;1.466302;3.325534;2.214481;6.811981;1.944832;2.251165;1.828018;2.963331;3.130612;3.308171;2.605255;3.758694;4.440731;2.11359;2.698953;2.237127;5.915899;3.548476;0.945104;2.773591;2.833152;1.422815;tumoral;TCGA-LUSC;SQC
TCGA-86-8073-01A;7.275497;3.380271;4.176821;4.584158;3.837011;5.298414;4.427812;1.798486;2.658742;7.163078;3.749351;3.178391;4.349755;4.046008;2.629618;6.552752;2.642092;0.925297;7.978199;1.546292;2.954342;6.566951;5.016506;6.038807;1.62438;3.752673;2.934179;3.024796;2.158918;1.858174;2.904277;8.068028;3.873696;2.435267;1.804791;2.957977;2.394386;3.464524;2.081021;1.314811;2.307993;2.96653;1.158707;2.232797;0.259776;1.017083;0.548097;3.116173;1.806876;1.066305;tumoral;TCGA-LUAD;ADK
TCGA-50-6673-01A;6.099241;2.465565;4.9032;4.990245;2.267748;5.386371;4.430418;2.253322;3.080751;6.216349;4.843588;3.041291;3.315841;3.647619;0.669029;7.644939;2.938586;0.954976;6.760494;6.590243;4.872407;6.057598;5.255429;6.430551;3.456976;2.781055;3.157614;2.707255;0.0;1.811047;0.737803;8.217941;1.590348;1.221854;1.798531;2.450985;2.593025;2.6262;1.009732;1.825962;6.381447;3.078524;1.855298;1.898594;3.040762;5.844783;0.611795;3.174405;2.351263;1.194401;tumoral;TCGA-LUAD;ADK
TCGA-50-6590-01A;5.650555;2.085741;4.271968;2.871255;4.506337;4.581049;3.474426;3.083322;2.202328;4.669738;2.540928;0.556338;2.317236;4.40032;1.920459;6.127277;3.185074;0.943442;7.84665;8.741126;4.136564;5.974342;1.16931;5.550974;2.863554;2.2929;2.946359;4.637121;1.196643;2.716795;3.337083;7.194938;2.449213;2.398361;2.583753;4.259069;5.350387;2.933384;2.111997;0.738255;4.002775;1.952148;3.604213;3.905449;8.051575;4.597371;1.741698;2.55165;1.811283;2.123063;tumoral;TCGA-LUAD;ADK
TCGA-L9-A444-01A;6.55284;2.258604;4.753197;4.95709;3.625697;5.167629;4.506142;2.574541;3.000077;5.722565;4.359342;1.625213;3.940499;3.85243;2.212781;4.949399;3.273897;2.293911;8.247216;5.650041;2.997643;5.82103;3.873767;5.699015;1.458233;1.879764;2.94473;3.919606;3.576306;5.239478;2.602648;7.599437;3.685074;2.262038;2.053192;2.065608;2.373063;3.89173;3.267038;1.083461;4.379201;1.220374;1.612821;2.387841;2.036794;0.25181;1.918843;2.861723;1.881462;2.336882;tumoral;TCGA-LUAD;ADK
TCGA-55-6982-01A;6.311708;2.487932;5.484375;4.141776;4.369817;5.951518;5.160337;2.063237;3.324774;7.630595;4.049417;2.557703;3.662697;4.755401;0.0;6.618721;3.086256;0.973317;7.650715;3.71584;2.548395;6.432176;5.171734;7.161401;4.145841;3.268479;3.326416;4.344662;0.768503;2.317142;3.095584;7.473486;3.183184;2.037543;1.962783;2.669947;3.263172;2.631407;0.996454;0.636451;5.280256;2.076466;2.244605;2.423833;5.238494;2.749937;2.233482;2.673346;0.953685;1.796837;tumoral;TCGA-LUAD;ADK
TCGA-55-6971-01A;6.415207;2.827644;3.923294;4.061574;4.136647;3.680254;3.420117;2.570484;2.704101;6.176004;2.801328;2.619067;5.249745;4.468107;2.57731;4.893768;3.449341;1.460109;7.94057;8.577284;3.481356;6.22025;3.483199;4.734935;3.067711;2.553317;3.567218;3.835136;2.006087;3.907814;1.83003;7.094682;3.061128;2.321501;2.485777;2.764053;3.263433;3.556753;2.436388;1.623991;5.55043;2.275234;2.487404;1.884674;5.776855;5.267907;2.946091;3.186735;2.179238;2.319285;tumoral;TCGA-LUAD;ADK
TCGA-55-7816-01A;3.675389;2.561397;4.520299;3.227345;3.624407;3.964377;2.386325;1.593374;1.693295;4.817689;3.561129;2.816675;1.803965;4.405822;2.378264;4.646269;2.589963;1.281771;4.841685;3.917853;3.335314;6.358163;4.0401;3.580679;2.582786;1.699659;3.013219;3.120158;0.875603;2.18945;2.059268;6.566293;2.627683;1.264068;2.292544;1.455743;1.540789;2.711885;1.872674;1.629643;4.480922;1.564251;1.815279;1.186285;0.209137;1.235563;0.955166;4.498728;2.463432;2.440177;tumoral;TCGA-LUAD;ADK
TCGA-86-8055-01A;4.977895;2.304301;5.270213;5.048971;4.694489;4.96364;4.312383;2.483382;2.810473;5.949288;3.161909;2.2577;4.049786;4.731791;0.229085;6.520533;2.440727;0.905037;5.954894;4.428115;4.571855;6.234314;5.028282;6.344487;3.93716;2.423919;3.430849;3.315397;0.781099;2.083111;5.621447;7.322996;4.256898;2.182147;2.23519;3.1804;2.858669;2.632678;1.243229;1.623743;5.024649;1.386696;2.059663;2.320084;5.305228;4.622176;1.785597;3.285171;1.706808;1.434042;tumoral;TCGA-LUAD;ADK
TCGA-55-7727-01A;5.964486;2.464314;4.098079;5.320626;3.370653;5.798062;4.387075;2.659215;3.427867;6.469369;3.108684;3.520119;5.927911;3.574061;1.332353;4.34678;2.792792;1.894076;4.843422;4.033265;2.537964;7.659546;1.46964;5.828032;1.779308;2.966912;3.558845;3.946081;2.130988;1.735156;0.562856;7.627311;0.670328;1.747964;2.06352;3.275054;2.388845;2.601673;1.36492;1.614299;3.889309;1.793292;0.62486;3.706373;2.353452;3.151458;2.259644;3.318746;1.789002;0.592743;tumoral;TCGA-LUAD;ADK
TCGA-38-A44F-01A;7.259167;1.816445;4.53966;2.756407;5.435581;5.006416;2.989003;2.4401;2.127368;6.437404;4.301512;1.731666;3.183154;4.468594;0.0;5.81019;2.603754;1.820594;7.069624;4.840144;4.246074;6.840486;4.973141;5.269898;4.626201;2.818519;4.359641;3.888879;1.701197;3.194576;1.201495;7.770057;1.42904;2.034453;1.977205;1.43674;1.517072;3.943527;3.266338;1.163203;4.139277;2.190553;1.593374;1.197804;3.889457;4.559908;0.934804;2.989348;2.683167;2.906658;tumoral;TCGA-LUAD;ADK
TCGA-MP-A4TK-01A;6.582595;2.85097;5.816787;5.243121;3.378676;4.406021;3.484575;2.220439;3.339289;5.015935;3.49211;1.102111;3.879719;4.459237;1.342393;5.187586;2.704068;1.637901;7.14579;3.383176;4.24793;6.27365;5.643086;7.942743;3.161928;1.791223;2.914442;3.602631;2.277016;2.96338;2.657615;7.203116;1.951134;1.180831;2.438851;3.444724;3.404409;3.619028;2.935515;1.525438;5.41216;1.956279;2.266716;2.078267;3.630153;3.21396;2.853917;2.776874;1.851993;2.294658;tumoral;TCGA-LUAD;ADK
TCGA-49-4510-01A;7.116286;2.154237;3.178246;2.806105;4.559062;4.219516;2.690464;2.172658;3.825043;8.269881;3.47947;2.006934;3.328215;2.356096;1.54483;4.854943;3.496937;1.239927;7.495667;4.263461;3.487481;5.984149;4.827329;7.147473;0.601574;3.124031;2.784919;2.503171;1.100105;4.460602;4.000843;5.276802;4.318868;2.334527;2.012766;1.133567;0.719698;2.63976;3.188741;1.231377;4.815735;1.530929;1.205753;0.237997;1.316033;0.690377;1.457248;3.252784;1.992295;0.645154;tumoral;TCGA-LUAD;ADK
TCGA-05-4244-01A;6.88736;2.455287;4.281358;5.763528;3.115992;5.107732;3.537661;1.641448;3.540307;7.725938;4.550392;1.635098;2.573536;4.698899;1.558948;5.411425;4.441877;1.213759;6.278373;1.61132;2.13586;5.853485;2.018569;6.665499;4.184291;2.595786;2.524834;4.392245;2.230664;1.643657;2.370551;8.146717;4.243374;2.058291;2.561469;2.488158;2.524181;3.201222;2.5841;1.160895;5.620231;2.142266;1.401994;2.458293;5.189881;1.690407;2.5461;2.865651;1.248578;1.440682;tumoral;TCGA-LUAD;ADK
TCGA-86-8668-01A;5.544042;2.964849;3.90706;3.757282;2.644607;4.255523;5.293528;4.122833;1.757859;8.77602;2.36474;3.180012;3.683789;3.484465;0.0;5.760316;1.621532;0.807381;7.115732;6.273576;3.347459;7.79094;5.448041;4.806115;1.88974;3.280925;4.308217;3.307929;1.410113;2.482481;3.576856;7.227648;2.845449;0.907025;2.141606;1.873305;1.571685;3.103953;2.140894;1.576557;6.376638;1.348689;1.249256;0.956211;1.506054;4.897698;0.864116;3.097713;1.989399;1.040175;tumoral;TCGA-LUAD;ADK
TCGA-49-AAR0-01A;8.525025;2.035653;4.052532;2.786955;4.61113;4.229227;3.648275;2.795649;2.539019;6.995116;3.533233;1.818875;4.182657;4.250941;2.161179;5.743851;3.193626;1.686886;9.486087;3.870947;4.003787;5.859503;4.426577;4.69745;1.68461;4.09148;3.37144;3.878977;1.618783;3.7005;3.993103;7.17013;2.754884;1.968315;2.028066;3.013911;2.74512;4.443707;4.114862;1.513661;5.024489;1.555655;2.004109;2.046312;2.034338;1.272003;1.276438;2.726904;2.545098;2.141522;tumoral;TCGA-LUAD;ADK
TCGA-86-8669-01A;5.914779;3.837989;2.756713;2.387932;2.748167;4.160825;4.838827;2.625862;2.676334;6.98134;4.92654;3.180006;4.678643;3.34768;1.245395;5.636002;3.030519;0.720176;7.070985;5.596529;3.007575;5.517833;3.699642;5.494952;2.559999;3.646702;2.763305;3.690127;1.71772;2.519072;3.527982;4.184057;1.9772;1.76656;2.614267;2.602429;2.252806;3.113079;3.242281;1.792039;2.741279;2.956372;1.430636;1.727041;4.798608;2.652579;1.464247;3.178048;1.580883;1.2488;tumoral;TCGA-LUAD;ADK
TCGA-86-8672-01A;6.145169;1.333756;4.995032;3.891029;4.681089;5.05981;4.318565;2.570596;2.821155;4.443275;3.182404;1.124959;4.420575;4.92184;1.547769;6.844271;1.590997;0.544986;8.147733;7.927904;2.249851;5.17781;2.651953;6.119048;2.690835;2.87445;2.764872;5.726634;1.381921;3.981984;3.235236;7.230085;2.418625;1.445645;1.812283;3.588673;2.976104;3.310163;2.523631;0.565203;3.944289;3.222204;3.421435;2.938595;5.055582;2.240278;1.159051;2.17978;1.681385;1.779763;tumoral;TCGA-LUAD;ADK
TCGA-97-A4M6-01A;6.591063;3.244579;4.481786;3.678719;4.158;4.403459;3.631508;3.296562;4.319107;7.190476;4.874293;3.394701;4.413442;4.886881;1.944438;5.722045;3.75106;1.390777;7.068472;1.849336;3.388114;6.13942;6.328682;5.402417;2.286476;2.871581;4.168107;4.328218;1.756458;2.97109;2.934109;7.643846;2.643083;1.775612;2.462268;2.022831;1.657647;3.639424;2.981127;1.126433;4.629818;2.778648;2.127204;1.087841;2.125499;3.743723;3.26438;2.769623;2.222034;1.762321;tumoral;TCGA-LUAD;ADK
TCGA-78-7143-01A;7.173224;3.28387;4.11573;4.267083;2.907979;4.468904;4.612359;2.919641;2.919159;6.840784;3.269783;3.542862;4.877065;4.204117;2.368481;5.575245;3.07581;1.83066;7.549836;0.820479;3.322107;7.09712;3.531643;6.159793;3.317126;3.08941;3.785813;4.919261;2.511921;3.912214;3.329722;7.782144;3.365107;1.576556;2.138921;3.224327;3.67161;3.039423;2.126365;2.026387;5.29235;1.935481;0.817321;3.13294;3.175843;3.744521;1.114584;3.692074;1.437898;1.164786;tumoral;TCGA-LUAD;ADK
TCGA-55-6987-01A;7.073081;2.222552;3.841675;4.794223;4.420516;5.064436;4.023518;2.514293;2.913213;5.924689;2.211982;2.496499;4.963261;4.765465;2.371651;4.720378;3.371769;1.546882;7.889215;5.444847;2.776189;7.681703;2.575376;4.570107;2.565052;2.707397;3.530213;4.019173;1.196093;4.873232;1.761933;6.800316;3.872396;2.453098;2.620893;2.183723;3.368058;3.338145;2.336624;1.015798;2.61331;2.581556;2.437571;2.458825;4.922028;0.970736;2.459311;2.987395;2.041843;2.443827;tumoral;TCGA-LUAD;ADK
TCGA-95-A4VK-01A;4.751079;1.899106;4.055068;4.402432;4.49536;6.18181;4.937274;1.461743;3.822247;5.379461;2.29623;2.584503;4.060228;2.504109;2.960005;7.485139;3.75464;2.136508;6.760786;4.896308;3.423583;6.896703;4.965995;8.313387;0.74426;2.246432;3.295108;2.899015;2.735961;2.014461;1.964277;8.140708;2.070632;2.331617;1.312543;2.473809;2.714343;3.786083;3.283464;1.62366;5.055213;2.318421;1.228783;1.541502;1.646404;2.145948;1.560456;2.981733;2.026077;0.715116;tumoral;TCGA-LUAD;ADK
TCGA-NJ-A4YP-01A;4.512018;1.202244;3.9855;4.627563;6.483254;5.756114;4.809431;2.782282;2.204047;5.461277;4.102053;1.668275;4.327288;3.05752;1.414892;6.276451;3.361076;1.329514;5.722803;3.784509;3.127433;6.149202;3.404504;5.598373;3.736906;3.022733;2.813784;4.110587;2.086278;3.202175;2.921982;6.605276;5.26767;1.33653;1.253738;2.924121;2.748865;2.518098;2.911577;1.50578;3.945583;2.611845;2.333521;2.221687;2.81167;3.073377;2.713254;3.054138;1.622313;0.89446;tumoral;TCGA-LUAD;ADK
TCGA-55-7728-01A;8.923329;2.556705;4.759095;1.82697;4.281203;4.624423;2.87362;2.235507;2.407893;6.685953;4.465233;2.008066;3.217392;5.761309;2.788236;5.355685;2.623614;1.690886;9.917433;4.669752;2.038454;5.336799;3.921317;4.861267;4.652217;2.67353;4.106397;3.566034;2.568705;3.184795;1.748238;8.292932;2.154576;1.228756;1.957334;1.966259;1.563274;4.926787;3.188293;1.227733;3.47065;1.885802;1.39065;1.442792;3.634459;4.853598;0.595731;2.214538;1.67946;2.923387;tumoral;TCGA-LUAD;ADK
TCGA-44-2665-01A;5.455534;1.688638;5.95636;5.176591;4.664744;4.939439;2.776174;1.690128;3.482947;4.583538;2.516587;1.42811;4.400489;5.117262;1.292256;5.33283;4.841954;0.61836;5.240667;1.601538;2.211765;6.548636;5.116481;6.636885;3.423216;2.003489;2.931289;3.992485;1.699117;2.122872;2.769204;7.446736;3.279489;2.300769;2.078988;2.051367;1.835637;2.745745;2.848229;0.586602;5.914216;1.945998;2.472786;1.424396;3.328286;2.850386;3.215878;2.871055;0.999661;1.239699;tumoral;TCGA-LUAD;ADK
TCGA-78-7148-01A;5.657489;1.659091;3.877116;3.752975;4.018655;4.977332;4.553286;1.842685;4.014383;5.406766;3.063702;3.237362;5.22823;4.13553;0.804466;6.378141;3.499439;0.880601;6.174745;4.148171;3.213217;6.855665;4.334516;5.681861;1.495975;3.176198;2.632851;2.785896;0.501339;2.552749;0.600478;7.584214;2.577297;1.20399;1.232828;3.293351;3.272332;2.641013;0.513449;1.353971;4.200068;3.434108;0.955498;2.172386;2.301065;3.067843;0.398099;2.371986;1.671665;0.786232;tumoral;TCGA-LUAD;ADK
TCGA-97-A4M2-01A;8.106679;2.597439;3.961629;3.047125;4.54011;4.889926;3.388124;2.337924;2.715484;6.606723;3.950752;2.409404;3.726738;5.459705;2.371823;5.775615;1.87688;1.451009;8.961959;4.547661;3.755823;6.794158;4.240517;3.304088;3.199756;2.742169;3.778902;3.787896;2.098155;3.848766;2.317354;7.416952;3.191302;1.790235;3.238236;1.267287;1.482264;4.535694;3.628435;1.647654;2.294664;1.74249;1.122878;0.86489;2.516857;1.333029;1.054094;2.793553;3.05945;3.213353;tumoral;TCGA-LUAD;ADK
TCGA-97-8552-01A;7.506475;2.639507;3.61792;2.625179;2.770792;4.075586;4.06264;3.443688;2.501386;9.3599;4.00955;3.053054;3.783829;4.50569;1.493226;5.234942;2.95855;1.408328;7.851463;2.130569;2.807596;6.446195;5.906862;5.037987;2.133575;2.364596;4.121637;3.234439;2.33387;2.651273;3.332265;7.332392;2.181355;2.277382;2.879721;1.227791;0.979567;3.71978;3.855965;1.514066;5.676803;2.430034;1.067389;0.622367;0.473772;2.762423;1.841246;2.535599;2.25251;2.257579;tumoral;TCGA-LUAD;ADK
TCGA-55-A491-01A;7.226185;2.906044;5.767824;5.047602;2.152464;4.854983;4.020832;2.897113;2.96299;4.875139;3.33825;2.124949;4.047353;3.91518;0.62789;6.475237;3.948035;1.002147;8.915003;5.904343;2.860943;4.982711;2.894079;5.158818;2.591352;1.905924;4.42083;3.348761;1.096433;2.522783;3.535151;7.811481;1.541989;3.264648;1.326628;2.092081;2.067795;3.376825;1.462789;1.513545;4.745003;1.616952;1.579552;2.753256;1.627398;4.742972;1.237939;3.611961;1.462184;1.371749;tumoral;TCGA-LUAD;ADK
TCGA-62-8399-01A;4.328427;2.922006;4.209485;5.880607;3.416581;3.323023;2.914837;2.854009;1.949133;4.599113;3.737674;1.999314;3.807625;3.038025;4.00412;5.758129;3.103139;0.876513;6.301372;4.498158;3.798098;7.01686;3.87858;7.964221;2.091199;2.811939;3.121152;4.123839;2.173161;1.96764;3.096425;6.138599;1.824921;1.022456;1.499831;2.491067;3.122036;2.176098;1.734689;2.609256;2.016641;3.060176;3.353435;2.698703;1.599692;1.343551;3.137191;3.113323;3.50826;1.062543;tumoral;TCGA-LUAD;ADK
TCGA-86-8673-01A;5.764835;1.555073;4.74522;3.925425;5.326367;4.855672;2.789757;1.728161;2.194012;4.118091;2.681535;1.936947;4.555012;2.457738;1.189191;4.84903;3.646061;1.035694;7.318491;4.01407;2.838116;6.029272;2.347572;5.598991;2.000387;2.13671;3.354752;3.909978;0.341685;3.067246;3.913078;7.004575;2.328048;2.900139;1.335651;2.959853;3.301656;2.804881;2.376394;1.171637;7.873752;2.126064;2.68993;2.877463;3.768892;2.314163;2.024852;3.272841;1.027223;0.863537;tumoral;TCGA-LUAD;ADK
TCGA-93-7347-01A;6.996543;2.535581;4.813454;4.378714;3.110329;5.056274;4.895396;2.678423;2.687495;7.646255;5.282785;1.869762;3.068548;4.300762;1.75943;6.320215;2.716824;1.474509;7.569535;7.023906;3.030959;6.981794;5.08168;5.117543;2.826011;2.865484;2.750701;3.74617;1.219048;3.330669;1.781187;7.02516;2.014326;1.693372;1.93705;1.686503;2.215205;3.193193;1.916405;1.563788;5.105021;1.918962;1.740922;1.253751;3.130079;2.973836;1.536856;2.677422;1.757614;1.478487;tumoral;TCGA-LUAD;ADK
TCGA-44-A47G-01A;7.297177;2.741683;5.71509;4.210209;2.948446;4.258143;3.238964;3.224376;2.800178;5.941339;3.700266;1.611658;2.350887;4.605024;2.64032;5.580473;2.799815;1.740711;8.417274;3.326202;2.978249;6.40502;4.324164;7.96873;3.234348;2.348744;3.195307;3.546425;2.21483;4.102559;1.177268;6.991534;2.164745;1.542282;2.196544;2.319787;1.820553;3.98009;3.620939;0.906831;5.237887;1.926731;1.966238;2.205831;3.179659;2.991552;1.039769;2.961873;1.852711;1.281446;tumoral;TCGA-LUAD;ADK
TCGA-64-1676-01A;7.311623;2.196258;5.453398;4.397449;4.982726;6.041573;2.269571;1.63602;3.250984;6.756498;3.741837;0.604821;2.528972;4.17366;0.0;3.977208;4.034623;1.530514;6.112907;3.103982;1.189156;5.844165;1.266559;7.09274;2.273935;1.868609;2.034422;4.466716;0.821762;3.170324;3.746874;9.374712;2.616668;3.191947;1.987778;1.694669;1.046208;1.99156;2.770475;0.063247;4.640513;1.790897;4.259047;2.303182;2.646014;3.267916;1.092053;4.751112;0.837399;1.6987;tumoral;TCGA-LUAD;ADK
TCGA-05-4395-01A;5.271888;1.2033;2.890325;3.565957;5.88835;4.678363;3.565334;1.204768;4.268465;4.636813;1.309957;1.058509;4.066705;2.75649;0.576259;5.864099;2.964619;0.42406;6.321478;2.451322;1.220004;6.013761;1.851015;8.45739;2.807557;1.333505;2.519961;3.933703;0.268999;2.642525;4.390787;8.200758;3.233301;1.67001;1.561164;3.336577;4.281129;2.414007;2.54511;0.798597;3.821428;2.5052;3.515644;2.194341;2.33951;2.612521;1.333342;2.078553;0.827911;0.595953;tumoral;TCGA-LUAD;ADK
TCGA-50-6595-01A;5.121353;2.101283;5.078222;3.690119;4.742967;3.973177;3.206678;2.710297;3.043601;4.441422;2.136168;1.474817;3.338768;4.778354;0.75065;6.258741;2.342097;0.776134;6.770598;4.35328;4.213973;7.594122;2.062236;5.168834;3.402298;2.063799;3.59666;4.268281;0.0;2.741043;3.661038;7.122302;2.857752;1.504588;2.291299;3.610459;4.538811;2.471544;1.40537;1.446506;4.042799;2.200951;3.41432;3.759198;5.391842;4.412941;1.227525;3.182019;2.067201;2.023927;tumoral;TCGA-LUAD;ADK
TCGA-75-5125-01A;5.978356;2.618751;4.47497;3.145501;3.390034;4.840206;3.263698;2.553292;1.474254;4.62381;2.66339;1.949271;2.205047;4.475406;1.128138;4.687636;1.825049;1.5292;7.008678;4.144613;2.977417;5.587655;2.215263;7.375499;2.331237;1.982952;3.414752;3.617513;1.797071;2.449967;3.385212;6.538985;1.46529;1.956599;2.591731;4.005079;4.958332;2.825389;2.513615;1.209761;4.376336;2.012249;2.092927;4.367279;4.08501;1.353269;0.715525;2.355367;1.639694;1.958742;tumoral;TCGA-LUAD;ADK
TCGA-91-8497-01A;6.015643;2.913583;3.692075;3.052508;2.177192;4.674764;4.5454;2.52685;2.46419;8.745322;4.60766;3.89599;4.940206;4.439905;2.085233;5.990219;1.369369;1.053039;7.34893;7.442914;3.184463;6.377702;5.052533;4.200993;2.282317;2.724437;3.388694;3.480361;2.003248;3.96384;2.844983;6.831176;2.104119;2.080489;2.176339;1.417731;1.179684;3.816536;2.869261;1.441837;4.933933;2.437815;1.680728;0.51774;4.07414;3.365926;1.569115;3.11261;2.551257;2.108012;tumoral;TCGA-LUAD;ADK
TCGA-97-A4M3-01A;4.102472;2.441336;3.346117;3.692204;4.83514;3.993218;2.491985;2.028944;2.339643;4.390007;2.710888;1.735111;0.817579;2.670343;2.444597;5.467455;4.079845;1.320328;6.133549;2.950059;3.597932;5.906887;4.924756;6.447226;1.966505;3.751373;2.379883;3.400692;1.708147;1.693994;2.414148;6.597223;2.733447;1.257991;1.138393;1.156836;1.471196;2.775345;1.919574;1.657291;5.256029;3.051509;2.286447;0.795687;0.470092;2.956155;0.838485;2.504554;2.145445;0.872166;tumoral;TCGA-LUAD;ADK
TCGA-55-A4DG-01A;5.36463;3.611541;3.330783;4.956519;4.277804;4.641774;3.636665;2.2724;3.057792;6.27593;3.529451;4.092683;5.046744;2.721071;2.718962;6.298089;3.362597;1.848212;6.049015;5.49767;1.917817;5.964412;5.688111;6.755514;1.159789;2.850644;2.81435;2.93672;3.185515;2.234262;1.977335;7.198406;1.718048;2.350272;2.291126;1.467703;1.217797;3.562886;3.842719;2.429792;5.547748;1.511358;1.166237;0.993269;0.584023;1.599174;1.844148;2.762104;1.467609;0.821504;tumoral;TCGA-LUAD;ADK
TCGA-38-4632-01A;8.343429;2.596786;5.124604;4.987895;2.971015;6.086861;4.321321;2.149191;4.698983;6.707043;3.854259;0.950848;4.12736;4.420827;0.478876;5.515015;1.862304;0.955549;7.829171;4.742257;1.826232;6.706642;1.921932;7.28576;2.798636;2.044054;2.704847;4.245039;0.409999;2.387992;4.831356;7.573739;2.414803;1.871844;2.787731;3.340564;3.730429;2.397859;2.745415;0.998484;4.123754;1.523259;2.641738;3.640539;5.46343;1.679191;0.479529;1.973404;1.671763;2.12425;tumoral;TCGA-LUAD;ADK
TCGA-55-8302-01A;6.273542;2.508734;5.238822;3.908423;5.919716;4.220059;3.796273;2.404678;2.292587;5.298817;2.704807;1.792647;3.830218;4.126881;2.070771;7.753351;2.944519;1.220892;7.201274;4.384843;3.412729;5.448703;3.12496;6.997906;3.263194;2.563124;2.578437;3.933224;1.876869;2.396646;3.885159;8.381006;2.236625;1.563588;2.719868;2.014163;3.441568;3.094352;2.515491;0.766565;4.964445;2.697256;2.062329;3.09555;2.139296;4.065328;0.917624;2.174207;1.653133;1.719737;tumoral;TCGA-LUAD;ADK
TCGA-50-5066-02A;5.478246;4.046777;3.936144;4.861178;4.157218;6.878065;5.746996;2.721533;3.169406;5.719156;2.387369;3.548405;4.370997;4.639987;2.954085;5.211521;2.159149;1.543749;7.116854;1.97566;2.563239;5.980111;2.748555;6.416311;2.641812;3.619402;3.304124;4.542674;2.164695;2.396947;2.329708;6.603568;2.454702;1.971662;2.567482;3.335462;3.829687;3.198485;1.918401;1.839645;3.425216;2.622395;2.043876;3.306776;0.401631;2.725391;0.798269;3.647808;1.616119;1.059575;tumoral;TCGA-LUAD;ADK
TCGA-05-4425-01A;6.937961;2.803539;4.157598;4.599591;4.810493;5.470467;5.659496;1.877042;2.906252;8.975414;5.833395;0.473007;3.411032;4.443242;0.390379;6.940408;2.67733;1.795574;7.756972;3.555669;1.848472;7.048427;3.028718;5.804346;3.077954;2.885584;3.011527;4.307306;0.830542;2.758632;1.995958;7.992782;1.81227;2.913588;2.551582;3.100048;2.24385;2.841126;1.794451;1.873383;5.453816;2.25415;2.650333;2.095;5.726937;2.115863;0.739119;0.997363;1.682759;1.923138;tumoral;TCGA-LUAD;ADK
TCGA-97-7938-01A;5.35539;2.888705;3.971125;5.74561;5.821987;5.226081;4.792408;2.84948;2.680938;8.933681;4.511961;2.644248;4.68409;3.125346;2.523102;6.916636;3.118248;1.561317;4.669008;3.446152;2.156382;7.519089;4.710833;6.920324;2.586917;4.362965;2.851337;4.436371;1.04068;2.11819;1.972788;7.36688;1.962739;1.85116;1.650221;1.392856;1.035791;2.152279;1.65128;2.024534;3.366354;2.232522;2.835041;1.101926;1.112452;4.379928;1.786271;2.66777;1.815599;0.856378;tumoral;TCGA-LUAD;ADK
TCGA-MP-A4TC-01A;4.326876;2.598439;5.225849;4.717047;3.090736;5.133945;3.475296;2.439644;3.816399;4.951145;2.570868;2.278898;2.970852;3.905814;0.569027;6.91625;2.987411;1.661419;6.155217;4.498349;3.03252;6.832078;4.073269;5.303727;2.685747;2.360291;3.343255;4.941932;1.270836;2.983003;2.839027;6.725061;2.525161;2.567316;1.734466;3.173618;3.183466;3.458002;2.483976;1.653823;4.674688;1.768475;2.324191;3.58883;6.127411;1.198189;1.525908;2.726415;1.578732;1.782254;tumoral;TCGA-LUAD;ADK
TCGA-73-4659-01A;7.088385;3.088545;3.162754;4.254761;2.225421;4.624672;4.17019;1.600483;4.227275;5.906973;2.949501;2.62431;4.981553;4.084415;1.264871;6.311353;2.682575;1.663359;8.233227;2.710382;3.40245;6.320557;4.353848;6.866722;2.102781;2.970517;3.500579;4.09939;0.705579;1.086171;2.387855;6.540848;2.557754;2.341301;3.487605;3.061163;3.720544;3.042678;2.488492;1.508163;3.542856;3.301337;3.017244;2.997767;5.119728;1.038696;3.117108;3.331976;2.455338;2.20943;tumoral;TCGA-LUAD;ADK
