id_sample;APOC1;MERTK;CMTM3;XPR1;H2BC5;MSMO1;TMEM97;IFFO2;FAM89A;CTSH;DOK4;ARFGEF3;FOXA1;NCF2;SNORD62B;PYGB;H3P6;DGUOK-AS1;APOE;IGLV7-46;NES;STOM;ELN;ERRFI1;IL1RN;FZD5;LIMK2;IER5;RNU6-850P;CTSW;CHCHD2P9;LGALS2;RPS2P46;KDM7A-DT;FLVCR2;PRC1;FOXM1;MICAL1;MHENCR;CELSR2;SEZ6L2;SORD;SNAI1;MELK;MMP12;SOX9;APBA2;NFIB;GRK5;TMEM150B;tissue_status;source;class
TCGA-43-6647-01A;3.692305;2.569732;4.15559;4.094676;2.792685;4.901656;2.290414;4.404727;2.749062;6.560401;2.916253;0.645437;0.305448;3.777752;1.10969;5.036269;3.427798;0.812759;6.289549;3.081413;3.712585;5.715155;2.494779;5.658543;5.352689;1.603194;5.315352;3.347011;0.634589;1.153725;2.292747;6.170941;2.258906;2.416775;1.46801;3.113603;3.987042;2.455274;1.687131;3.301152;5.913647;2.71318;2.952726;2.044266;7.120371;4.692437;2.630496;1.996536;1.927014;1.28006;tumoral;TCGA-LUSC;SQC
TCGA-22-4593-01A;2.949213;1.027134;4.030874;2.677671;3.339568;6.22921;5.446595;4.415215;2.71406;2.739495;2.806878;0.873398;3.780116;2.238145;0.801689;6.715492;3.967429;1.528098;4.525605;3.328695;3.019713;5.588161;2.317363;5.340114;3.064744;1.109417;4.509576;2.617084;1.095964;1.44499;6.232879;5.031688;3.90507;2.93557;0.614639;4.742355;4.809701;2.043815;1.987484;4.374073;5.466573;2.730374;1.408844;3.737576;2.693306;5.017445;1.988419;4.082883;1.961332;0.320457;tumoral;TCGA-LUSC;SQC
TCGA-92-7341-01A;5.400119;3.897991;3.961812;4.805674;3.608529;6.396105;4.997865;3.701787;4.218262;4.566433;2.870315;1.35695;0.632262;3.154392;1.013383;5.952289;2.778527;2.534483;6.279737;3.029898;2.460793;6.238754;1.642679;4.43713;4.665649;1.180638;4.455959;2.639902;0.360089;1.418589;3.269786;5.849802;2.854741;3.364594;0.994641;4.657988;4.644909;1.487677;2.450438;2.748732;3.144082;3.960228;1.417569;3.668505;6.228964;3.631651;2.902791;2.988236;1.996756;0.45946;tumoral;TCGA-LUSC;SQC
TCGA-68-8251-01A;3.774515;2.150148;4.081626;3.18355;1.947876;4.221295;4.161457;2.794275;3.145032;4.488327;2.390135;1.460426;3.601031;3.47574;2.172688;4.648795;2.819027;0.800143;5.729022;4.264692;3.298517;5.682438;2.823099;4.680525;3.418981;1.557129;4.21435;2.940741;1.676786;2.255189;3.238307;5.364434;2.594649;1.306755;0.979042;4.164329;4.724946;2.828199;2.095127;2.900037;3.212341;3.244686;2.836101;3.278803;6.731229;4.789792;2.956461;2.591611;1.33775;0.842107;tumoral;TCGA-LUSC;SQC
TCGA-85-8479-01A;2.022175;0.795053;2.062744;3.044048;5.256811;4.986559;2.568166;4.760918;3.91848;5.046272;3.395144;0.731007;2.367649;3.425198;2.643929;4.354768;4.2155;3.34288;3.1426;0.205359;1.864746;6.854498;1.099852;4.923351;5.439573;2.236906;5.158902;4.865372;2.208319;0.508483;3.901956;7.173845;1.959871;3.025608;0.434705;4.540502;4.039842;1.532035;3.500577;5.417462;5.758853;1.904738;1.699228;2.593756;1.851387;3.478012;0.346543;0.749769;1.143228;0.171289;tumoral;TCGA-LUSC;SQC
TCGA-85-8666-01A;5.081326;1.847408;3.472309;5.064267;2.332815;4.554978;3.791437;3.437406;3.527964;4.553245;2.121254;1.059957;3.131171;4.866393;1.084348;6.636762;3.282881;1.40221;6.347396;2.191062;4.111301;6.649276;1.385599;4.360964;6.486299;1.996883;3.758357;4.823241;0.952701;1.460307;2.059909;5.898441;1.822573;3.622431;1.358447;4.000246;5.434557;2.603257;1.890106;4.295918;3.22979;2.845487;2.99242;3.765791;7.134901;5.574143;1.137086;2.380319;2.11131;1.44128;tumoral;TCGA-LUSC;SQC
TCGA-43-A475-01A;7.149836;3.377885;3.847991;4.264981;2.861193;4.997043;5.063898;1.645197;2.846735;4.88226;2.488361;1.674551;2.887105;4.043137;3.569618;4.378208;2.610571;2.03938;8.411924;6.237443;1.929257;5.778637;2.368104;3.06865;2.431817;1.05928;4.083229;2.603151;2.540311;4.253466;2.990409;5.866942;2.749996;1.149757;2.363028;4.636366;5.184513;3.482839;2.861123;4.215295;1.556225;2.52354;1.06115;3.40436;5.773363;1.963504;3.153089;2.965662;1.701252;2.359815;tumoral;TCGA-LUSC;SQC
TCGA-37-A5EN-01A;4.849668;3.600361;4.612301;4.016964;4.719187;4.284361;4.491147;2.821542;4.389614;4.809836;3.957804;2.054221;3.050457;3.550984;3.256214;5.724142;2.418794;4.141272;5.439255;3.553063;4.213218;5.286706;2.965655;3.816547;2.43889;1.321296;4.789058;2.396782;1.433313;2.049128;2.773773;6.574404;3.053168;2.185081;2.010991;4.342633;4.150171;3.385232;3.566434;3.298654;3.058427;2.382655;1.521112;4.728575;2.578397;2.863279;2.02696;2.263611;1.635533;0.316632;tumoral;TCGA-LUSC;SQC
TCGA-56-5898-01A;5.952538;3.022836;3.63311;4.166512;4.138187;4.338964;3.025506;4.950156;4.743278;6.235566;3.135507;1.892346;3.479268;3.463788;1.928677;5.873798;4.124843;2.433208;7.133796;5.769212;3.065304;6.003979;3.052747;4.054825;5.007822;2.392138;5.923558;4.157801;0.623743;1.563296;2.878298;7.290301;3.862306;3.435023;1.783122;3.174115;3.428703;2.208304;1.971254;4.065463;4.233137;2.846582;1.649264;2.103156;3.696035;2.566098;0.899248;2.205904;1.976979;1.287937;tumoral;TCGA-LUSC;SQC
TCGA-77-8156-01A;7.516942;4.077677;4.28061;3.715652;3.494213;5.093514;5.377196;1.923058;3.797879;5.051135;2.407356;1.275006;2.294087;4.620852;1.694438;5.995206;2.946302;2.646732;9.160181;6.772498;3.06541;6.592131;3.88979;3.69535;3.457231;0.942849;3.915556;3.347329;2.421482;3.290336;2.816756;6.411656;2.330491;1.826059;1.495917;3.668396;4.943283;3.494686;2.678703;2.274029;2.457491;2.21356;1.994618;4.612867;5.79796;5.063833;1.517061;1.950845;1.99985;2.543036;tumoral;TCGA-LUSC;SQC
TCGA-60-2725-01A;7.627977;4.180486;3.881791;3.449014;3.464365;5.73943;4.043328;1.709005;3.638389;6.2561;2.889582;1.66118;4.580778;5.000944;0.313393;4.578898;3.997902;1.109613;8.527537;6.231542;2.760003;6.401038;4.066905;5.155773;5.792015;1.762158;4.427444;3.984348;0.685039;3.254811;3.884923;6.857138;2.860394;2.140921;2.020733;3.588298;4.193846;3.583272;1.313153;3.136604;4.050566;3.650309;3.244514;3.565828;5.779658;3.203796;0.977481;3.109813;2.341659;2.108762;tumoral;TCGA-LUSC;SQC
TCGA-66-2789-01A;5.762899;1.849125;3.924868;3.776824;1.45379;5.47354;3.150812;3.41888;2.201453;6.179947;2.710487;1.814445;4.630592;3.781467;1.217771;4.025095;4.709683;2.212409;6.814983;4.438924;2.180949;6.8135;4.808306;5.212145;4.658428;1.684658;3.857327;3.073357;0.840557;1.485655;3.063287;6.454942;2.905653;2.35041;1.370069;3.84681;3.780115;2.180918;1.648602;2.567241;4.04825;3.024257;1.734837;2.584256;6.612997;2.277929;1.726727;2.700781;1.934591;1.039505;tumoral;TCGA-LUSC;SQC
TCGA-66-2737-01A;5.581021;2.437428;4.267738;4.316511;3.459643;5.045922;3.439626;2.366345;4.248423;4.407423;2.755805;1.142938;3.175457;3.658026;1.931215;5.078277;4.551964;1.909786;6.242669;5.852799;2.606637;6.192226;4.122283;3.428882;3.038134;2.205561;4.236953;3.216546;1.743883;2.079857;2.896039;6.498378;2.805269;2.48842;1.215874;3.541378;3.82304;2.484896;2.007561;2.146588;2.576927;3.000855;2.254794;3.148411;6.297229;2.012649;2.441277;2.266736;1.421732;1.144585;tumoral;TCGA-LUSC;SQC
TCGA-22-5479-01A;5.165632;2.271084;3.388657;3.970408;4.157027;4.985247;3.960905;3.848191;4.916462;3.602744;2.249907;0.63347;3.020238;3.769501;1.076504;5.410903;5.065449;2.770036;6.194329;5.737827;2.005928;7.118001;1.778862;3.583787;3.930959;1.165146;4.807013;2.816304;0.945528;1.92873;3.056556;5.64364;4.111609;2.784571;0.61529;4.26485;5.549791;1.960648;2.375988;2.631291;1.224368;2.894977;1.711;4.607621;4.773502;4.336936;2.22025;2.534272;1.929504;0.910446;tumoral;TCGA-LUSC;SQC
TCGA-60-2724-01A;2.985013;1.957496;4.343314;4.762975;3.679035;3.802409;2.833552;3.02058;3.612379;5.627346;2.273017;0.739774;2.215411;3.823517;0.946431;4.565527;3.085438;1.708179;3.62517;0.8375;4.034449;6.173111;0.642124;3.682527;4.99318;2.301434;4.725292;3.171709;0.550359;1.092018;3.023928;6.560535;2.9106;2.433475;0.793711;3.22046;3.630247;2.550621;1.913484;2.133251;4.580971;3.809728;2.046346;2.942874;3.64632;1.271593;2.208355;1.180407;1.231792;0.682643;tumoral;TCGA-LUSC;SQC
TCGA-77-7337-01A;3.122268;2.191625;3.695097;4.331005;4.367735;5.61467;4.083075;4.440936;3.205278;5.679028;2.192393;1.021319;3.273293;4.273559;0.229114;4.590529;2.440888;1.749086;3.85037;3.669726;1.609111;5.888279;3.318092;5.423096;6.139081;2.147;3.662659;3.097013;0.0;1.462886;1.897884;6.652477;2.110733;2.690262;1.650345;4.242886;5.007186;1.095582;1.382775;2.088509;4.085726;2.689449;2.365302;3.77931;6.538704;3.750032;1.419184;2.257439;1.700389;0.618931;tumoral;TCGA-LUSC;SQC
TCGA-77-8143-01A;5.068644;3.138819;3.045521;2.702028;3.729686;6.320753;4.488831;2.174846;0.43167;3.755319;1.502536;0.327381;5.60276;2.425671;1.455608;4.977643;3.060953;2.042212;5.346748;0.875134;1.504622;6.242528;4.943112;3.359369;6.153456;3.633139;5.907196;3.385106;1.716581;1.605334;3.622424;7.687653;2.390481;2.25379;3.792432;5.265788;4.689167;1.492909;1.855799;2.339291;1.432029;3.91181;1.002324;3.603198;4.92801;0.347159;0.181459;2.652716;0.78907;0.64381;tumoral;TCGA-LUSC;SQC
TCGA-66-2785-01A;6.689693;2.098799;3.221776;2.678281;3.942957;3.897926;3.276388;1.517366;1.427739;5.445193;2.541505;0.430126;3.995308;3.496987;1.151939;4.092597;5.052182;1.355764;8.449987;6.078204;2.24329;6.533887;2.030209;3.740921;4.250475;1.47287;5.16697;4.883298;1.339492;3.767186;3.610829;7.6958;2.729888;2.369001;1.929633;3.431274;4.656375;3.478174;3.091353;2.327291;4.726758;2.093535;3.46013;2.816255;5.897445;4.122471;0.506681;2.502502;1.016853;1.68663;tumoral;TCGA-LUSC;SQC
TCGA-94-A5I6-01A;3.916522;3.224576;3.32691;3.908715;4.03228;5.280693;3.991378;2.921101;3.298606;3.811704;2.941416;1.379171;0.987355;3.247516;2.814014;5.347994;3.160543;2.86738;5.152984;0.790682;2.915613;6.270597;0.751865;3.512277;4.180691;1.200779;4.858292;3.440043;1.898494;0.587836;2.045666;5.343011;4.284112;2.601212;0.727323;4.669294;4.886917;2.414619;1.958856;4.159094;3.773479;2.408677;1.731437;3.82133;5.649155;2.971704;2.542838;2.387115;1.031216;0.637126;tumoral;TCGA-LUSC;SQC
TCGA-77-8145-01A;4.120187;2.775714;4.832444;4.134338;5.171535;5.790081;3.148407;3.276321;3.695395;4.413472;2.536475;1.215243;4.329895;3.371551;3.689333;4.737974;3.681215;1.732941;6.472742;4.760636;2.360779;7.147341;3.802868;5.185108;5.644511;1.558386;5.517557;3.297524;1.472132;1.088775;1.190608;6.970548;1.578655;2.495177;0.733031;2.958717;3.420432;2.765902;2.231482;2.361993;4.648621;2.427526;2.267691;2.048819;5.87417;2.550402;2.032659;2.374509;2.522658;0.73245;tumoral;TCGA-LUSC;SQC
TCGA-66-2777-01A;7.248572;3.335801;4.101501;4.580959;5.104745;5.194166;5.012268;2.662174;4.39487;5.595093;3.244958;1.68328;2.771524;4.906223;1.109172;6.802691;4.41876;1.332679;7.895678;4.367767;3.089719;6.498262;2.697254;3.959734;5.853369;2.185487;4.740401;4.67108;0.254889;1.529753;3.776314;7.156714;3.54376;2.620977;2.234796;3.917894;4.222302;2.38562;1.440735;3.128145;2.646012;2.883506;2.554759;3.118642;7.984441;2.130569;2.405246;2.216617;1.672024;1.578664;tumoral;TCGA-LUSC;SQC
TCGA-63-A5MH-01A;3.486008;0.495684;3.606656;4.18695;2.048404;4.184989;3.532554;3.229017;2.031104;5.391913;2.169867;1.330532;2.182864;2.65112;1.708849;4.327019;2.430741;2.425131;4.847915;0.591528;5.079525;4.525275;0.269113;6.506835;3.507856;0.474125;5.491474;3.526611;1.275531;0.797307;3.473753;5.245985;3.112996;1.439103;0.517963;4.602961;4.434143;2.59623;1.514778;3.899675;2.760113;2.524167;1.109279;3.625103;6.409467;6.833852;2.355904;2.302934;0.876793;0.868587;tumoral;TCGA-LUSC;SQC
TCGA-85-6561-01A;4.802085;3.22941;3.993924;3.622458;3.609863;3.15871;3.137485;3.084973;3.68174;4.677295;2.281547;0.376121;1.012931;4.235727;1.883404;5.993967;2.330025;1.514832;6.221549;7.387789;3.465812;6.138374;3.274538;4.081555;4.682954;1.877003;4.286907;2.695802;0.869721;3.081341;2.954947;5.581812;3.409094;3.08196;1.740492;4.338144;4.743502;2.658887;1.481979;2.83041;2.379313;1.92251;2.500046;4.342496;4.893594;3.841618;1.819958;2.943175;2.453198;1.607222;tumoral;TCGA-LUSC;SQC
TCGA-66-2756-01A;5.032842;2.450559;3.838744;4.482066;4.074632;4.639489;4.887208;0.926501;1.428899;5.095142;1.459351;1.63106;4.937592;2.539771;1.317441;5.574232;5.195365;2.630554;6.287989;3.973994;4.42274;5.077101;1.287132;4.458021;1.776855;2.388521;3.296441;3.840931;0.775656;1.657337;3.992389;5.907434;3.097191;3.941682;1.618718;2.927249;4.026313;2.670833;3.529985;0.972335;1.665541;2.802015;3.927141;3.415275;5.179434;3.367744;1.788877;3.545768;1.154262;2.033155;tumoral;TCGA-LUSC;SQC
TCGA-33-4586-01A;5.069554;2.544367;2.960031;5.235715;4.651979;5.357441;4.07348;4.223268;5.002115;4.959308;2.113037;1.287343;2.327165;2.716526;0.90889;6.186123;4.729288;2.290268;5.425038;1.360804;4.270283;6.548187;0.883224;3.292051;2.60761;1.484373;4.802771;3.260838;0.370835;0.811615;2.778027;5.129775;3.416254;3.904208;0.497436;4.225896;4.778999;1.316768;0.841155;2.923337;1.933807;1.014033;1.369984;4.202228;3.519952;3.982143;1.186979;2.842372;1.153694;0.368256;tumoral;TCGA-LUSC;SQC
TCGA-37-4132-01A;6.968706;2.005937;3.870771;2.410809;3.481273;4.296659;4.796819;0.937971;3.610972;5.190987;1.204133;1.639305;3.723618;3.19978;2.262274;3.83905;5.236188;2.151335;6.324927;7.787579;3.056102;5.025621;1.805724;4.166138;2.602668;0.883493;3.087564;2.203343;2.501516;1.840583;4.792317;6.383171;3.659876;4.450048;1.090883;3.71915;3.596163;2.238507;2.682631;1.264955;2.613105;2.730373;3.810962;3.731663;6.627434;4.703191;1.887075;2.049939;1.151374;1.392937;tumoral;TCGA-LUSC;SQC
TCGA-63-A5MI-01A;2.862339;3.48502;1.9168;3.695824;2.975333;4.510776;4.627903;0.997571;3.120817;2.861607;1.915616;1.627667;4.921079;1.646345;2.499025;4.676978;3.270245;2.120069;4.298079;3.059492;1.261587;7.300613;2.440761;3.90761;2.425936;1.224631;5.232869;2.643763;2.417413;0.949459;3.703492;5.782929;5.34956;2.154359;0.619749;4.120175;4.724999;1.468888;2.395363;2.855747;4.043205;3.896142;0.899644;3.456982;2.891137;3.602921;0.432464;2.510776;0.664582;0.23712;tumoral;TCGA-LUSC;SQC
TCGA-63-7020-01A;5.058502;2.602667;3.287504;3.713484;5.065956;3.536507;2.899441;3.005499;1.582338;6.815674;3.168204;1.979634;4.639388;3.523619;2.135222;7.03602;1.941078;1.505919;6.193232;4.883897;2.504014;6.078435;3.956128;4.870111;6.420793;2.989198;5.128214;3.983277;1.021617;3.191029;2.680371;8.063233;2.706599;3.520703;1.334936;3.732428;4.335205;2.238239;3.027415;4.274062;4.945455;4.399847;1.728092;2.749133;6.314543;1.886186;0.64865;2.220628;1.939095;1.059368;tumoral;TCGA-LUSC;SQC
TCGA-56-8622-01A;4.49209;1.902929;3.381759;3.889084;2.839126;4.392806;2.531033;6.439481;4.084049;5.517442;2.707753;1.119985;1.153528;5.188944;0.576197;5.7764;1.876079;1.852481;6.477482;4.814577;3.225245;5.502211;2.791665;5.266163;4.535554;1.488675;6.133093;4.334048;0.495582;1.573897;3.215107;6.625876;3.267564;3.184112;1.186561;1.690399;1.223891;2.014193;2.50867;5.347222;4.179396;2.243625;2.106137;0.797858;3.112443;6.339767;1.118267;1.344789;1.68006;0.692561;tumoral;TCGA-LUSC;SQC
TCGA-96-8169-01A;4.348208;2.624095;3.813726;4.832219;3.316847;3.938094;2.903003;3.095708;3.301175;7.244532;2.157357;2.042241;4.168096;4.442002;0.85365;4.529038;2.678976;1.126671;7.309042;7.571403;2.522409;5.884033;4.723732;5.710378;5.050061;2.365784;5.353669;4.276458;1.512541;1.999272;2.553538;6.280871;2.098197;1.936894;1.15645;3.12531;3.726547;2.617007;1.672628;4.374293;4.622091;2.960537;2.587869;2.089005;3.713744;3.757855;1.173437;2.071543;1.864911;1.315593;tumoral;TCGA-LUSC;SQC
TCGA-18-3412-01A;5.30686;2.110131;2.558355;2.724243;3.672546;4.863221;4.414966;2.381547;3.396148;4.697338;2.855877;1.017367;4.677751;2.825198;1.281991;4.346286;3.270612;3.491721;5.733;3.569712;0.913322;6.386953;1.92856;4.05956;6.061785;2.641143;4.194327;2.72345;0.805002;1.466685;3.652738;6.62295;3.57218;3.772802;1.085104;3.77319;4.392759;1.196185;1.830093;1.915766;3.333597;3.362292;2.049744;3.846188;5.642643;2.472208;0.881662;1.707564;1.044042;0.70394;tumoral;TCGA-LUSC;SQC
TCGA-77-8136-01A;5.892259;1.831602;3.998498;4.135876;3.763626;3.897027;2.712872;3.242218;1.709607;5.038474;1.917625;1.285868;3.891465;3.861884;1.745702;4.657054;3.64012;1.782518;7.936828;3.397574;2.198404;5.910515;3.902443;4.613478;4.750747;2.087524;4.858058;3.804598;2.381555;2.592038;2.690047;6.413001;1.287389;2.138098;1.712677;4.578431;4.726846;2.906777;1.803574;3.745494;2.482091;2.70823;2.772118;4.333748;7.84293;1.605407;1.888512;2.74677;1.944946;1.995577;tumoral;TCGA-LUSC;SQC
TCGA-77-7463-01A;4.853488;2.827267;1.952288;4.638254;2.471034;5.082811;5.107894;2.17617;3.061488;4.245504;1.116621;0.599857;3.177812;2.915118;2.09522;3.451046;3.338706;2.323797;4.824325;1.755337;1.249045;5.813952;0.796437;3.571535;5.233466;2.344269;5.312287;2.412068;1.134594;0.887062;1.857326;5.425836;2.894351;3.532308;1.902739;4.667447;5.124935;1.367751;2.174403;2.802408;1.175301;3.347684;0.635065;3.154471;5.083728;2.096589;0.180371;2.711488;0.740717;0.558174;tumoral;TCGA-LUSC;SQC
TCGA-22-4601-01A;4.169277;4.365202;4.113846;4.40623;4.843461;5.185877;3.701822;3.920087;3.726662;5.233614;3.269557;1.327183;1.223032;2.867965;3.516321;4.948746;2.519602;1.863453;5.263095;4.527474;2.88144;5.638851;2.577845;4.85516;3.888856;1.506303;5.301276;3.840131;2.84316;1.310459;0.113779;6.335475;1.85892;2.818242;1.330923;3.792274;5.351099;1.843145;2.479765;2.6882;4.37548;2.091705;1.716314;2.458653;4.68367;3.211556;2.184694;1.968928;1.783627;0.871899;tumoral;TCGA-LUSC;SQC
TCGA-66-2753-01A;3.173218;2.636112;3.126376;4.423384;3.506899;4.832598;3.603083;3.409314;3.585963;5.426442;1.836463;2.574889;4.853276;3.479242;0.232672;5.199137;4.243651;1.593771;4.453089;6.48329;2.227375;6.248728;3.158338;6.779443;4.166705;2.76886;3.663605;3.922495;0.79129;1.187964;3.356385;6.179641;3.433081;2.61557;1.446113;3.977384;4.392537;2.765484;1.30195;3.282284;4.45809;3.534023;1.70816;3.019442;6.155964;3.689628;0.615832;2.770176;1.997458;0.643688;tumoral;TCGA-LUSC;SQC
TCGA-66-2770-01A;5.579222;2.266681;3.474435;3.716856;4.029966;4.970274;3.030556;3.361741;3.643611;4.917796;2.283895;1.029149;1.131697;3.731779;2.81744;5.4297;2.489611;1.903709;6.809442;5.339977;2.880633;5.474189;3.612482;3.334924;4.289284;1.431374;3.72608;2.642173;1.9345;2.501842;2.908717;5.074192;1.941783;2.146193;1.664794;4.333308;4.093306;2.935996;2.631276;2.203374;1.966246;2.592912;2.230689;3.493761;7.246981;3.968213;2.598465;2.286375;1.573362;1.58963;tumoral;TCGA-LUSC;SQC
TCGA-22-5485-01A;4.947799;3.815119;3.79332;4.281709;3.07818;4.272808;4.286288;2.784367;4.558466;4.993538;2.640269;2.043152;2.846355;3.268709;1.618239;6.343297;3.392059;2.077023;5.422391;0.44711;2.860776;6.299711;1.643612;2.691924;2.550462;1.377399;3.92498;2.933616;0.991048;1.327125;2.5;6.074012;2.618476;2.079639;1.201173;4.400668;4.310056;1.82121;2.197773;3.638696;2.057247;3.15265;1.551264;3.0049;5.551185;2.907831;1.81079;2.366459;1.468576;1.006864;tumoral;TCGA-LUSC;SQC
TCGA-58-A46M-01A;4.819702;2.951409;3.066875;5.470311;5.149082;5.048006;4.958053;2.328638;3.635481;4.540433;1.620339;1.17991;0.994453;3.006349;1.811785;6.552981;2.289159;3.414202;6.308512;4.90938;2.382715;7.128322;0.371563;2.213063;2.754806;2.158197;4.04529;3.322225;2.541426;2.695247;1.029804;4.810006;4.355094;3.189017;1.111216;4.581875;4.677242;2.088468;2.50171;2.171222;2.435048;2.604899;1.026705;5.246137;6.759277;2.762056;2.51004;2.787511;1.157546;1.406684;tumoral;TCGA-LUSC;SQC
TCGA-22-5483-01A;5.55107;3.189456;4.05339;3.144304;2.687739;4.581322;4.863921;1.039225;3.139583;3.404427;2.076564;2.582153;2.609218;4.520031;1.611245;5.609785;4.633945;3.227342;6.656647;3.871566;4.60831;5.124403;3.049113;4.877297;1.545494;1.766523;3.259293;2.628988;0.932398;1.205634;3.322776;6.426472;2.684354;3.296319;1.319688;4.807611;4.995642;2.07101;1.663387;2.049735;4.336079;3.054422;3.267993;3.853131;6.57301;4.94796;2.432131;1.467837;1.244515;1.200896;tumoral;TCGA-LUSC;SQC
TCGA-22-5474-01A;5.752752;3.74555;4.872692;4.620988;3.833207;4.653326;4.42885;2.711543;3.85258;5.876747;3.01112;2.125876;3.543873;4.27134;0.20287;5.045304;4.820939;2.630852;7.285289;7.297589;3.854832;6.477946;2.63602;2.499;3.764048;2.08222;4.781686;4.174135;1.176743;3.262447;3.84919;6.619704;2.875385;2.198466;1.576381;4.183897;4.029495;2.518393;1.399052;2.509665;4.419306;3.977804;1.192924;3.884731;5.86084;2.71156;2.686307;2.530624;1.62092;1.567184;tumoral;TCGA-LUSC;SQC
TCGA-43-3920-01A;5.966662;2.200521;4.016528;4.164686;3.728053;5.785327;3.515912;3.272757;3.403977;5.607843;2.057801;1.252469;3.168619;2.981001;0.909533;5.242479;5.479254;1.640573;5.471701;5.942175;1.464769;6.483478;2.805377;5.495868;4.548529;0.675262;3.701702;2.731524;1.070512;2.302551;1.947782;7.289034;2.903199;3.559764;1.280974;2.582747;3.016073;1.659948;2.064573;0.783977;3.799272;3.421916;1.996716;2.864578;7.684233;3.86952;1.32264;3.587192;1.102103;0.886707;tumoral;TCGA-LUSC;SQC
TCGA-22-4591-01A;5.384223;3.407333;2.025323;3.404096;4.597375;6.037546;4.94105;0.985645;3.071181;5.102047;2.172797;2.409519;6.017112;2.147484;1.549862;4.308393;4.771994;1.93629;6.251235;2.573478;1.82702;6.732473;3.408433;4.952798;1.947037;2.957201;5.130645;2.718536;1.880813;1.485639;3.250075;7.042764;3.218581;3.86807;0.756169;4.073362;4.716877;1.894481;2.175947;2.366077;3.318907;3.62605;1.951664;3.651369;4.110953;4.487734;0.202709;2.948177;1.255547;0.872449;tumoral;TCGA-LUSC;SQC
TCGA-22-5492-01A;5.893826;2.737529;3.430011;3.982269;5.430793;4.753514;3.050832;2.32322;1.76309;5.120644;2.625872;1.946343;5.330396;4.151012;1.806278;5.338114;3.88265;1.570873;7.064077;6.502089;3.02189;6.987674;6.157278;4.355085;4.757183;2.783933;4.157151;3.540787;0.476096;2.999415;2.468156;6.802583;3.047295;3.935241;1.929312;3.861963;4.59889;2.455729;1.806117;4.060243;3.756543;4.005815;1.965702;3.520455;6.256269;3.762417;0.825307;3.028545;2.019629;1.80078;tumoral;TCGA-LUSC;SQC
TCGA-22-0940-01A;6.879563;1.868183;4.31708;4.298246;2.312152;5.027446;3.705506;1.89946;2.564796;5.859702;2.067958;1.02202;3.458711;3.468418;1.295197;4.696292;4.451554;2.228521;7.531811;5.815048;2.390666;6.845446;3.821167;3.433784;2.686923;1.073519;4.461762;3.907301;0.814605;4.290484;3.077027;5.722615;3.676956;2.085611;1.538951;3.737205;4.733334;2.379833;1.580408;2.035623;3.612493;2.5422;2.789765;3.478667;5.683179;2.416279;1.103811;3.028597;1.374173;1.757749;tumoral;TCGA-LUSC;SQC
TCGA-52-7811-01A;6.491866;2.761528;3.864186;3.730324;3.962894;4.526981;3.982773;4.050984;3.344533;5.795598;3.662741;0.994404;2.88372;3.704883;1.928008;7.025535;2.267677;1.301158;6.958056;0.736217;3.58768;6.493433;3.524841;4.47846;6.490782;2.159759;4.28882;3.013422;0.370483;1.103722;3.196527;6.605424;2.696332;3.744004;1.573615;3.913219;4.414555;2.016204;1.591787;2.50625;4.492946;2.931167;2.186025;3.257392;5.780663;4.511662;1.435963;2.626286;2.519159;0.910914;tumoral;TCGA-LUSC;SQC
TCGA-66-2771-01A;8.398119;2.671059;3.403833;2.947222;4.147708;5.110399;3.536393;1.83832;2.530434;6.668269;2.688471;1.256207;4.644889;4.688953;0.641511;4.111038;5.086752;2.163348;7.751005;6.675134;1.012974;6.771751;1.898135;3.938688;5.736009;1.98206;3.559061;3.304077;0.303074;2.42122;5.256498;7.946178;3.889988;3.854562;2.44757;3.609354;3.255064;2.167022;2.241074;1.076866;2.407621;4.261161;1.638602;3.010589;5.49823;1.256418;0.592903;1.105633;1.357076;2.047729;tumoral;TCGA-LUSC;SQC
TCGA-77-8154-01A;4.451637;3.690456;2.387505;4.373422;3.75297;4.657952;3.428738;3.091366;2.249821;4.47377;2.522716;1.085046;6.019008;2.543242;1.229505;5.625116;4.078909;2.973169;5.842413;2.537689;2.598525;5.784561;2.272621;3.512167;5.402074;3.449256;4.817592;3.573927;1.928746;0.698095;3.12696;6.786252;2.232747;3.478247;0.694175;3.565401;3.959277;1.413451;3.19506;4.284522;5.905126;4.035086;1.721624;2.73496;3.022964;0.598712;0.7998;0.852622;1.708289;0.225022;tumoral;TCGA-LUSC;SQC
TCGA-18-3415-01A;5.711244;4.058345;2.868106;3.874949;4.632372;6.086065;4.040742;2.088201;4.466748;5.655939;1.705429;0.761393;3.691347;2.776806;1.573336;5.35774;3.956978;2.521769;5.792135;5.159567;1.656848;7.105584;0.91599;3.504827;4.786688;1.068001;4.342182;3.127349;0.305311;1.982394;4.125147;6.712145;2.805972;2.746722;1.176309;4.438976;3.739129;1.454624;1.431446;1.585529;2.112814;4.14021;2.18789;3.464941;4.84405;1.801641;1.771368;1.684468;1.10757;1.004443;tumoral;TCGA-LUSC;SQC
